seed,TP,TN,FP,FN,accuracy,precision,recall,fScore
0,40304,29952,332,151,0.9931720832921019,0.9918299045181612,0.9962674576690149,0.9940437286505284
1,40300,29953,331,155,0.993129673871556,0.9918535108660874,0.9961685823754789,0.9940063636139408
2,40321,29950,334,134,0.9933841303948318,0.9917845283482967,0.9966876776665431,0.9942300579459993
3,40332,29945,339,123,0.9934689492359237,0.9916648226008704,0.9969595847237671,0.9943051549441609
4,40311,29989,295,144,0.9937940881267759,0.9927350637836773,0.996440489432703,0.994584325384587
5,40316,30002,282,139,0.9940485446500515,0.9930538450169959,0.996564083549623,0.9948058677655361
6,40318,29954,330,137,0.993398266868347,0.9918815193859476,0.996613521196391,0.9942418899424189
7,40318,29992,292,137,0.9939354528619291,0.9928096527948781,0.996613521196391,0.9947079504101647
8,40320,29979,305,135,0.9937799516532606,0.9924923076923077,0.996662958843159,0.994573260976813
9,40297,29940,344,158,0.9929034902953109,0.9915356413474078,0.9960944259053269,0.9938098056624248
10,40305,29986,298,150,0.993666859865138,0.9926606408393468,0.996292176492399,0.994473093340571
11,40318,29953,331,137,0.9933841303948318,0.9918571182562916,0.996613521196391,0.994229631090945
12,40318,29961,323,137,0.9934972221829542,0.992052360916316,0.996613521196391,0.994327710367959
13,40307,29933,351,148,0.9929458997158569,0.9913670126420384,0.996341614139167,0.9938480884691726
14,40332,29981,303,123,0.993977862282475,0.9925433739387228,0.9969595847237671,0.9947465778764336
15,40303,29964,320,152,0.9933275845007704,0.9921226891170026,0.996242738845631,0.9941784454475937
16,40279,29953,331,176,0.9928328079277343,0.9918492982024132,0.9956494870844148,0.9937457595756491
17,40301,29990,294,154,0.993666859865138,0.992757728784333,0.996193301198863,0.9944725478099938
18,40320,29981,303,135,0.9938082246002912,0.992541171257662,0.996662958843159,0.9945977947161992
19,40303,29997,287,152,0.9937940881267759,0.9929292929292929,0.996242738845631,0.9945832562156827
20,40333,29942,342,122,0.993440676288893,0.9915918869084204,0.9969843035471512,0.9942807839270307
21,40313,29919,365,142,0.9928328079277343,0.9910270908107577,0.996489927079471,0.9937510014420766
22,40304,29961,323,151,0.9932993115537398,0.9920496221724469,0.9962674576690149,0.9941540662539158
23,40326,29965,319,129,0.993666859865138,0.9921515561569689,0.9968112717834631,0.9944759556103576
24,40295,29954,330,160,0.9930731279774947,0.9918769230769231,0.9960449882585589,0.9939565860878145
25,40318,29969,315,137,0.9936103139710768,0.9922476804567716,0.996613521196391,0.9944258089976322
26,40310,30000,284,145,0.9939354528619291,0.9930038922008179,0.996415770609319,0.9947069056990215
27,40318,29944,340,137,0.9932569021331938,0.991637562103399,0.996613521196391,0.99411931502965
28,40323,29985,299,132,0.9939071799148984,0.9926394564521688,0.9967371153133111,0.9946840657646435
29,40287,29966,318,168,0.993129673871556,0.9921684521610639,0.9958472376714869,0.9940044411547002
