seed,TP,TN,FP,FN,accuracy,precision,recall,fScore
0,40296,29950,334,159,0.9930307185569488,0.9917794732955943,0.9960697070819429,0.9939199605352408
1,40299,29954,330,156,0.993129673871556,0.9918777228088311,0.9961438635520949,0.994006215776232
2,40319,29957,327,136,0.9934548127624083,0.9919549279141859,0.9966382400197751,0.9942910691606762
3,40332,29958,326,123,0.9936527233916227,0.9919818977814944,0.9969595847237671,0.9944645124702576
4,40309,29997,287,146,0.9938789069678678,0.9929303379643315,0.996391051785935,0.9946576846676783
5,40325,30004,280,130,0.9942040458587201,0.9931042975003078,0.9967865529600791,0.9949420182580805
6,40308,29961,323,147,0.9933558574478011,0.9920504048632818,0.996366332962551,0.9942036849764447
7,40317,29991,293,138,0.9939071799148984,0.9927850283181482,0.9965888023730071,0.9946832788503053
8,40318,29970,314,137,0.9936244504445921,0.9922721008072455,0.996613521196391,0.9944380726873605
9,40300,29954,330,155,0.9931438103450713,0.991877922717204,0.9961685823754789,0.994018622433249
10,40304,29999,285,151,0.9938364975473218,0.9929783931607086,0.9962674576690149,0.9946202063076847
11,40322,29963,321,133,0.9935820410240461,0.9921019609772901,0.996712396489927,0.9944018348171348
12,40329,29956,328,126,0.9935820410240461,0.9919325085471137,0.9968854282536151,0.9944028010651939
13,40319,29932,352,136,0.9931014009245254,0.9913451845295174,0.9966382400197751,0.9939846658284643
14,40324,29987,297,131,0.9939495893354444,0.9926885108687624,0.9967618341366951,0.9947210025161577
15,40316,29965,319,139,0.9935254951299849,0.9921496247077642,0.996564083549623,0.9943519546183253
16,40290,29955,329,165,0.9930165820834335,0.9919003422043872,0.9959213941416388,0.9939068011939709
17,40303,29985,299,152,0.9936244504445921,0.9926358307472538,0.996242738845631,0.9944360141628731
18,40311,29991,293,144,0.9938223610738065,0.9927839621712147,0.996440489432703,0.9946088651476085
19,40297,29997,287,158,0.993709269285684,0.9929282475852552,0.9960944259053269,0.9945088167425561
20,40331,29947,337,124,0.9934830857094389,0.991713386446346,0.9969348659003832,0.9943172713040691
21,40301,29922,362,154,0.9927055796660965,0.9910975579765389,0.996193301198863,0.9936388964224956
22,40310,29970,314,145,0.9935113586564696,0.9922705789680977,0.996415770609319,0.9943388546972706
23,40327,29963,321,128,0.9936527233916227,0.9921029324936036,0.9968359906068471,0.9944638299446383
24,40301,29953,331,154,0.9931438103450713,0.991853711360504,0.996193301198863,0.994018769963126
25,40314,29975,309,141,0.9936385869181074,0.9923934716786057,0.996514645902855,0.9944497890919854
26,40321,30007,277,134,0.9941899093852048,0.9931770037932903,0.9966876776665431,0.9949292438281124
27,40320,29958,326,135,0.9934830857094389,0.991979530581115,0.996662958843159,0.9943157297690534
28,40308,29998,286,147,0.9938789069678678,0.9929546238360348,0.996366332962551,0.9946575528384064
29,40290,29971,313,165,0.9932427656596785,0.9922912100091126,0.9959213941416388,0.9941029879839127
