seed,TP,TN,FP,FN,accuracy,precision,recall,fScore
0,40376,30101,183,79,0.996296243938987,0.9954880544392121,0.9980472129526634,0.996765991063273
1,40387,30068,216,68,0.99598524152165,0.9946801960446272,0.9983191200098875,0.9964963359569691
2,40373,30086,198,82,0.9960417874157113,0.9951196667570432,0.9979730564825114,0.996544319107447
3,40386,30062,222,69,0.9958862862070428,0.994533096926714,0.9982944011865035,0.9964101994744828
4,40367,30108,176,88,0.9962679709919563,0.9956589300249118,0.9978247435422074,0.9967406602632164
5,40375,30109,175,80,0.9963951992535942,0.9956843403205918,0.9980224941292795,0.9968520461699895
6,40381,30080,204,74,0.9960700603627419,0.9949735123814217,0.9981708070695835,0.9965695952615992
7,40375,30108,176,80,0.9963810627800789,0.9956597864417647,0.9980224941292795,0.9968397402661531
8,40375,30090,194,80,0.9961266062568032,0.9952180236140896,0.9980224941292795,0.9966182859399684
9,40386,30073,211,69,0.9960417874157113,0.9948025716185925,0.9982944011865035,0.9965454276267087
10,40372,30087,197,83,0.9960417874157113,0.9951440755256477,0.9979483376591274,0.996544233807267
11,40374,30090,194,81,0.9961124697832878,0.9952179057385131,0.9979977753058954,0.9966059020278193
12,40377,30088,196,78,0.9961266062568032,0.9951692011929115,0.9980719317760475,0.9966184528804858
13,40395,30076,208,60,0.9962114250978951,0.9948772258207521,0.9985168705969596,0.9966937254805202
14,40382,30091,193,73,0.9962396980449257,0.9952433764633395,0.9981955258929675,0.9967172652104159
15,40377,30076,208,78,0.9959569685746194,0.9948749538006653,0.9980719317760475,0.9964708785784797
16,40350,30074,210,105,0.9955470108426752,0.9948224852071006,0.9974045235446792,0.996111831142381
17,40369,30094,190,86,0.9960983333097726,0.9953154663576518,0.9978741811889754,0.9965931814254326
18,40378,30114,170,77,0.9965082910417168,0.9958074380980566,0.9980966505994314,0.9969507302198684
19,40388,30093,191,67,0.9963527898330482,0.9952931319155228,0.9983438388332715,0.9968161512451563
20,40379,30059,225,76,0.9957449214718896,0.9944586740222638,0.9981213694228155,0.9962866553991537
21,40360,30073,211,95,0.9956742391043131,0.9947992408370511,0.9976517117785193,0.9962234344531385
22,40368,30067,217,87,0.9957025120513436,0.9946531969939633,0.9978494623655914,0.996248766041461
23,40395,30091,193,60,0.9964234722006249,0.9952448999704346,0.9985168705969596,0.9968782004614835
24,40369,30079,205,86,0.9958862862070428,0.9949475033272539,0.9978741811889754,0.9964086931839218
25,40371,30076,208,84,0.9958721497335274,0.994874196012716,0.9979236188357434,0.9963965742774638
26,40377,30119,165,78,0.996564836935778,0.9959301465147254,0.9980719317760475,0.9969998888847735
27,40381,30086,198,74,0.9961548792038338,0.9951206288967199,0.9981708070695835,0.9966433842584594
28,40374,30108,176,81,0.9963669263065635,0.9956596794081382,0.9979977753058954,0.9968273563360286
29,40374,30078,206,81,0.995942832101104,0.9949236076885165,0.9979977753058954,0.9964583204788054
