TP,TN,FP,FN,accuracy,precision,recall,fScore
2.2203344472108846,14.730880848568171,14.730880848568177,2.2203344472108846,0.0002040480484152772,0.0003609455372335697,5.488405505403259e-05,0.000177594477532841
